ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
PAK,Pakistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,164.20","4,226.98","4,300.84","4,370.81","4,458.57","4,549.57","4,666.49","4,817.92","4,990.93","5,000.79","4,885.81","4,984.96","5,086.69","5,218.29","5,378.93","5,546.37","5,718.53",2020
PAK,Pakistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,029.17","1,216.75","1,247.10","1,263.59","1,310.17","1,422.92","1,436.37","1,544.17","1,557.89","1,352.72","1,254.86",n/a,n/a,n/a,n/a,n/a,n/a,2020
PAK,Pakistan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PLW,Palau,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,384.06","13,182.71","13,610.92","13,554.46","14,249.02","15,386.14","15,292.31","14,775.34","15,413.47","15,351.06","14,067.70","11,189.84","12,733.76","14,475.80","14,841.62","15,085.21","15,266.98",2020
PLW,Palau,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,986.29","10,788.49","12,058.41","12,865.53","13,993.29","16,408.16","16,776.84","16,028.19","16,328.65","15,725.08","14,731.70","11,835.18","13,602.82","15,695.71","16,414.20","17,017.28","17,566.78",2020
PLW,Palau,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PAN,Panama,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","21,231.75","23,240.43","25,084.05","26,375.43","27,268.89","28,381.54","29,332.60","30,510.96","31,147.80","31,637.97","25,597.00","28,266.82","29,288.46","30,356.39","31,473.40","32,641.51","33,862.57",2020
PAN,Panama,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,039.76","9,314.69","10,674.49","11,841.89","12,756.95","13,606.60","14,344.09","15,178.30","15,612.33","15,830.98","12,373.05","13,861.06","14,643.87","15,481.39","16,372.06","17,319.30","18,326.52",2020
PAN,Panama,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PNG,Papua New Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,239.75","3,106.58","3,083.47","3,133.09","3,482.70","3,634.83","3,756.13","3,809.45","3,721.21","3,858.79","3,632.37","3,601.41","3,669.47","3,715.55","3,741.67","3,771.03","3,793.98",2019
PNG,Papua New Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,132.19","2,552.04","2,865.78","2,800.17","2,992.71","2,742.92","2,567.58","2,755.49","2,861.45","2,886.59","2,651.09","2,951.98","3,093.66","3,212.23","3,320.42","3,440.80","3,559.96",2019
PNG,Papua New Guinea,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PRY,Paraguay,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,385.97","10,665.36","10,429.61","11,125.81","11,542.79","11,710.82","12,034.67","12,433.77","12,651.44","12,424.93","12,184.35","12,558.85","12,860.05","13,195.47","13,474.54","13,759.52","14,050.52",2019
PRY,Paraguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,329.69","5,301.83","5,153.42","5,892.85","6,065.28","5,360.08","5,265.06","5,608.16","5,703.32","5,299.67","4,918.23","5,028.22","5,258.69","5,467.53","5,747.83","6,016.24","6,292.03",2019
PRY,Paraguay,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PER,Peru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,065.93","10,582.22","11,105.90","11,625.00","11,771.00","12,022.13","12,363.64","12,540.71","12,903.16","12,783.13","11,263.78","12,271.76","12,704.57","13,146.51","13,439.88","13,732.72","14,027.30",2018
PER,Peru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,051.22","5,727.14","6,399.34","6,631.03","6,564.46","6,139.23","6,169.39","6,728.07","7,007.28","6,961.70","6,134.22","6,676.52","6,781.12","7,149.52","7,422.85","7,689.99","7,973.34",2018
PER,Peru,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,970.91","6,099.13","6,414.79","6,739.98","7,058.12","7,393.04","7,790.26","8,199.05","8,587.92","8,982.57","8,010.68","8,144.56","8,527.69","8,983.96","9,445.18","9,903.72","10,386.15",2020
PHL,Philippines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,237.16","2,473.25","2,721.25","2,903.19","2,995.50","3,039.23","3,107.65","3,153.31","3,279.52","3,511.87","3,322.51","3,492.07","3,621.21","3,848.48","4,081.49","4,317.12","4,567.06",2020
PHL,Philippines,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
POL,Poland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","24,082.51","25,201.85","25,535.03","25,826.06","26,729.99","27,871.32","28,776.05","30,161.55","31,773.19","33,284.21","32,391.25","34,154.25","35,927.06","37,221.06","38,398.29","39,602.30","40,824.46",2020
POL,Poland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,619.62","13,879.53","13,096.89","13,688.36","14,272.29","12,563.61","12,438.52","13,868.91","15,468.26","15,726.88","15,699.30","17,318.50","19,055.72","20,561.52","22,052.31","23,691.58","25,412.12",2020
POL,Poland,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
PRT,Portugal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","31,837.94","31,343.85","30,194.56","30,080.45","30,482.57","31,157.64","31,887.22","33,086.05","34,083.36","34,989.23","31,961.34","33,440.25","35,217.68","36,180.55","37,067.48","37,904.78","38,684.98",2020
PRT,Portugal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","22,539.04","23,213.13","20,576.83","21,653.51","22,109.32","19,252.02","19,986.36","21,482.83","23,573.29","23,333.32","22,148.80","24,457.14","26,404.14","27,997.75","29,467.57","30,933.38","32,293.54",2020
PRT,Portugal,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.579,-3.406,-7.227,-7.8,-6.833,-5.141,-3.577,-1.086,0.327,1.397,-4.978,-2.978,-0.904,n/a,n/a,n/a,n/a,2020
PRI,Puerto Rico,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","32,960.84","33,224.69","33,639.04","33,922.30","34,070.28","34,301.81","34,492.82","34,627.22","34,226.85","34,735.43","33,808.75","34,014.07","34,323.91","34,636.58","34,952.10","35,270.48","35,556.08",2020
PRI,Puerto Rico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,435.74","27,278.85","27,944.74","28,513.15","28,981.34","29,755.35","30,585.55","31,347.27","32,789.06","32,785.94","32,645.40","34,143.27","35,106.44","35,939.72","36,693.81","37,518.20","38,414.45",2020
PRI,Puerto Rico,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
QAT,Qatar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","105,739.00","116,493.49","115,334.96","111,365.54","106,059.22","101,000.86","96,943.85","91,742.86","91,679.08","91,101.14","91,591.53","91,544.09","93,302.17","93,879.80","95,633.81","97,594.91","99,703.25",2020
QAT,Qatar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","69,796.14","96,827.86","101,933.12","99,180.39","93,054.14","66,346.91","57,965.38","59,127.51","66,421.69","62,817.06","54,184.97","61,790.57","64,768.01","65,466.92","67,109.34","68,739.54","70,733.99",2020
QAT,Qatar,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ROU,Romania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,370.79","20,857.32","21,392.14","22,282.99","23,164.65","23,941.97","25,213.72","27,219.98","28,598.67","29,961.60","28,932.98","30,960.74","32,458.74","33,704.69","34,981.68","36,230.20","37,504.83",2020
ROU,Romania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,194.72","9,075.96","8,491.03","9,530.44","10,021.54","8,942.20","9,520.44","10,776.67","12,361.14","12,861.28","12,867.64","14,863.89","16,293.05","17,869.73","19,284.43","20,777.38","22,268.77",2020
ROU,Romania,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
RUS,Russia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,856.88","25,032.04","25,986.48","26,383.75","26,105.56","25,542.03","25,546.35","25,999.32","26,747.21","27,296.92","26,596.07","27,847.67","28,689.29","29,298.71","29,873.16","30,436.77","30,987.52",2020
RUS,Russia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,431.15","14,306.43","15,287.97","15,928.70","14,007.51","9,257.94","8,723.52","10,724.00","11,261.71","11,516.60","10,115.35","11,273.24","11,664.62","12,024.44","12,450.98","12,908.40","13,398.98",2020
RUS,Russia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
RWA,Rwanda,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,512.95","1,601.49","1,690.19","1,736.78","1,793.71","1,900.69","1,979.16","2,005.48","2,123.52","2,268.35","2,146.37","2,204.96","2,306.56","2,437.44","2,563.49","2,695.33","2,796.99",2012
RWA,Rwanda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",612.052,674.655,728.668,730.465,748.525,755.951,755.737,784.138,796.811,835.187,815.824,802.264,832.569,880.534,928.79,988.372,"1,045.86",2012
RWA,Rwanda,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,249.60","5,424.20","5,157.85","5,092.54","5,056.54","5,237.41","5,629.35","5,664.28","5,525.63","5,695.46","5,502.49","5,071.00","5,090.13","5,261.59","5,419.52","5,562.37","5,680.66",2016
WSM,Samoa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,617.36","4,044.81","4,014.46","4,007.89","3,937.71","4,073.68","4,109.09","4,259.62","4,266.50","4,291.25","4,090.06","3,906.41","4,019.18","4,247.63","4,476.95","4,715.21","4,928.04",2016
WSM,Samoa,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SMR,San Marino,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","72,169.39","65,243.13","59,829.41","58,642.97","57,573.06","58,600.03","59,666.47","59,522.01","60,124.20","61,649.02","57,348.89","59,889.46","61,924.18","62,642.00","63,262.49","64,084.90","64,918.01",2019
SMR,San Marino,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","60,426.24","57,512.89","50,336.19","51,986.53","51,234.87","43,068.69","44,308.67","45,887.69","49,477.28","48,368.00","46,282.47","50,934.19","53,800.03","55,816.02","57,678.93","59,949.81","62,122.03",2019
